KAM,ACCX_F4,ACCY_F4,ACCZ_F4,GYRX_F4,GYRY_F4,GYRZ_F4,ACCX_ED,ACCY_ED,ACCZ_ED,GYRX_ED,GYRY_ED,GYRZ_ED,ACCX_C0,ACCY_C0,ACCZ_C0,GYRX_C0,GYRY_C0,GYRZ_C0,ACCX_46,ACCY_46,ACCZ_46,GYRX_46,GYRY_46,GYRZ_46,LFET_RECTUS_FEM,LEFT_VLO,LEFT_VMO,RIGHT_RECTUS_FEM,RIGHT_VLO,RIGHT_VMO
0.316711303,-0.039,0.011,1.081,101.379,7.08,-12.878,0.035,0.487,0.83,95.764,-1.587,24.658,-0.153,-0.173,1.133,44.678,12.756,10.986,-0.195,0.27,1.155,45.288,-48.218,-9.888,0.127243072,0.605630744,0.409694339,-0.016267129,-1,0.380022611
0.302834749,-0.121,-0.032,1.104,114.014,16.418,-14.221,0.054,0.507,0.792,102.539,-10.559,25.33,-0.109,0.085,1.305,112.61,-2.563,26.062,0.038,-0.054,1.042,48.279,-66.223,-5.066,0.019113855,-0.793772685,-0.346105152,0.043053441,-0.098894161,-0.046774459
0.292742304,-0.139,-0.063,1.095,141.296,8.24,-12.695,-0.091,0.515,0.833,106.079,-7.324,27.1,-0.153,-0.173,1.133,44.678,12.756,10.986,-0.195,0.27,1.155,45.288,-48.218,-9.888,0.698782741,0.561442969,0.316279199,-0.036040634,-0.13032801,0.176058104
0.274901821,-0.133,-0.049,1.091,162.354,6.226,-11.719,-0.252,0.547,0.793,115.112,1.16,28.748,-0.294,-0.093,0.887,49.5,4.272,14.526,0.038,-0.054,1.042,48.279,-66.223,-5.066,-0.544702012,-0.882157889,-0.414043435,0.033166661,0.886037793,0.114958606
0.242765591,-0.062,-0.053,1.102,194.763,2.808,-9.216,-0.294,0.613,0.757,119.69,-4.333,32.593,-0.435,-0.14,0.968,61.096,-10.498,21.362,-0.057,-0.12,1.011,47.546,-20.935,-12.695,0.065454891,0.546712101,0.681441908,-0.050870777,0.17353333,-0.609246196
0.219476282,0,-0.033,1.17,218.445,13.428,-7.507,-0.296,0.62,0.711,122.437,-20.874,37.659,-0.294,-0.093,0.887,49.5,4.272,14.526,-0.079,0.019,1.068,44.8,17.334,-18.616,0.15813691,-0.58754537,-1,0.010097563,0.561217693,0.743920463
0.191974133,0.115,-0.013,1.182,242.493,20.386,-13.428,-0.297,0.755,0.788,123.901,-28.503,39.307,-0.435,-0.14,0.968,61.096,-10.498,21.362,-0.057,-0.12,1.011,47.546,-20.935,-12.695,-0.073568265,0.590904703,0.341756055,-0.06240511,0.026841646,-0.069237541
0.164944883,0.178,0.003,1.208,274.414,32.104,-23.56,-0.175,0.931,0.844,113.037,-53.772,37.72,-0.207,-0.011,0.976,21.667,-22.217,23.254,-0.079,0.019,1.068,44.8,17.334,-18.616,-0.444297102,-0.837965287,-0.354597437,0.047996804,0.812690544,-0.249839842
0.140317102,0.183,0.029,1.219,292.175,47.729,-39.795,-0.254,0.96,0.907,108.704,-63.904,40.344,-0.017,0.158,1.029,104.187,-32.227,61.646,-0.159,0.11,1.097,40.894,31.311,-22.4,0.189031001,0.620361611,0.154929393,-0.001436981,-0.423710484,0.672938551
0.12719362,0.181,0.036,1.17,315.552,48.828,-53.101,-0.224,1.063,0.926,99.609,-66.162,37.476,-0.207,-0.011,0.976,21.667,-22.217,23.254,-0.397,0.084,1.152,31.25,25.696,-19.775,-0.328444894,-0.558083636,-0.575394076,0.087543598,0.550739515,0.004440948
0.099015452,0.103,0.06,1.144,350.708,61.951,-65.674,-0.036,1.083,0.866,74.036,-84.534,37.72,-0.017,0.158,1.029,104.187,-32.227,61.646,-0.159,0.11,1.097,40.894,31.311,-22.4,0.490246742,0.590904703,-0.031897547,-0.009675942,-0.738052405,-0.294764826
0.077118628,0.085,0.182,1.1,380.493,69.763,-71.533,0.121,0.926,0.73,72.571,-95.581,37.964,-0.204,-0.428,1.049,52.246,-32.837,52.063,-0.397,0.084,1.152,31.25,25.696,-19.775,-0.042674174,-0.675930574,-0.448012577,0.028223298,0.571695872,0.905653823
0.065520901,-0.024,0.456,1.064,398.132,77.942,-70.923,0.252,0.808,0.554,69.885,-101.318,37.964,-0.208,0.223,0.888,1.709,-47.668,37.354,-0.331,0.147,1.081,16.479,-22.705,-3.54,0.837805896,0.664554213,0.231358571,-0.047575183,-4.34E-01,-0.000950157
0.050630943,-0.068,0.812,1.032,379.211,92.834,-74.707,0.47,0.648,0.402,62.927,-109.497,40.466,-0.204,-0.428,1.049,52.246,-32.837,52.063,-0.131,0.106,1.175,3.906,-68.726,8.423,0.050007845,-0.130896691,-0.422535721,0.061178961,-0.182718215,0.013426151
0.044089012,-0.087,0.924,0.939,361.511,65.735,-80.627,0.544,0.522,0.272,56.213,-110.718,32.41,-0.208,0.223,0.888,1.709,-47.668,37.354,-0.331,0.147,1.081,16.479,-22.705,-3.54,-0.343892193,0.664554213,0.248342864,-0.009675942,-0.559926804,-0.347778982
0.034769694,-0.06,0.914,0.859,338.379,72.51,-74.28,0.441,0.354,0.144,49.927,-88.135,25.513,0.198,0.321,1.046,43.64,-46.997,38.513,-0.131,0.106,1.175,3.906,-68.726,8.423,-0.475191699,-0.852696154,-0.414043435,0.12049953,0.77077783,-0.193233019
0.029168945,-0.094,0.936,0.891,333.862,61.646,-66.223,0.366,0.241,0.123,43.701,-62.195,13.367,0.124,-0.037,1.168,38.879,-24.048,25.33,0.076,0.101,1.198,1.77,-85.205,10.376,-0.158526889,0.414135261,0.596519053,0.024927705,-0.486579555,-0.076425821
0.023195725,-0.009,0.932,0.945,300.964,46.509,-64.758,0.341,0.171,0.09,34.485,-56.702,4.517,0.198,0.321,1.046,43.64,-46.997,38.513,0.247,0.104,1.188,10.925,-73.303,7.324,-0.112185752,-0.705392308,-0.19324791,0.054588206,0.309747247,0.247040899
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
