KAM,ACCX_F4,ACCY_F4,ACCZ_F4,GYRX_F4,GYRY_F4,GYRZ_F4,ACCX_ED,ACCY_ED,ACCZ_ED,GYRX_ED,GYRY_ED,GYRZ_ED,ACCX_C0,ACCY_C0,ACCZ_C0,GYRX_C0,GYRY_C0,GYRZ_C0,ACCX_46,ACCY_46,ACCZ_46,GYRX_46,GYRY_46,GYRZ_46,LFET_RECTUS_FEM,LEFT_VLO,LEFT_VMO,RIGHT_RECTUS_FEM,RIGHT_VLO,RIGHT_VMO
0.059761687,0.291,-0.083,2.315,282.776,155.701,9.216,-0.293,1.08,1.169,8.972,-54.443,17.212,-0.328,0.548,1.207,291.504,135.132,119.934,-0.261,0.137,0.031,66.528,81.543,-19.409,-0.084442705,-0.04701389,0.103811355,0.026277382,-0.021889552,-0.050331363
0.104064673,-0.071,0.344,0.913,132.629,81.055,61.035,-0.271,0.917,1.428,14.099,-28.137,25.146,-1.735,1.859,1.026,458.618,157.043,90.332,-0.021,0.119,0.016,35.217,25.513,-9.949,-0.571571083,-0.14219695,-0.174102105,0.041948945,0.13651815,0.008620954
0.141296292,-0.476,-0.061,0.593,199.951,42.236,20.142,-0.163,0.967,1.386,43.213,-17.883,29.297,-1.253,0.573,0.945,-177.429,32.837,-57.617,-0.005,-0.143,0.101,5.859,25.94,-9.46,0.437481236,0.034571559,0.181876037,0.02105355,-0.087264578,0.003261652
0.179504867,-0.701,0.412,1.148,255.493,29.968,9.399,-0.314,1.105,1.199,57.983,9.827,28.442,-0.353,0.728,0.703,-350.525,-91.736,-100.586,-0.098,-0.209,0.156,-25.696,35.889,-7.751,-0.072844374,-0.040215195,0.153773038,-0.006110394,0.352758325,0.007549107
0.214030727,-0.6,1.078,1.602,111.206,41.565,-11.475,-0.093,0.98,1.046,93.445,42.053,23.315,-1.253,0.573,0.945,-177.429,32.837,-57.617,-0.005,-0.143,0.101,5.859,25.94,-9.46,-0.02065198,0.190943762,0.09444304,-0.023871462,0.003254535,0.076148181
0.240287886,-0.258,0.78,1.407,132.629,-12.939,8.728,0.381,0.696,0.703,67.261,-2.747,45.044,-0.353,0.728,0.703,-350.525,-91.736,-100.586,-0.098,-0.209,0.156,-25.696,35.889,-7.751,-0.362801506,0.048169171,-0.008603179,-0.053124947,0.352758325,0.015052137
0.259791588,-0.171,0.646,1.315,123.962,7.385,-1.648,0.178,0.194,0.933,57.434,46.814,57.129,0.088,0.159,0.6,-353.577,-111.694,-71.777,-0.223,-0.359,0.12,-34.302,33.569,-16.418,0.193916097,0.252132459,-0.133507406,-0.037453486,-0.26327341,0.05149526
0.266493597,0.079,0.687,1.193,73.059,-17.517,-9.521,0.147,0.198,0.683,89.661,63.477,38.33,0.558,-0.5,0.5,-341.248,-48.523,-77.942,-0.114,-0.381,0.121,-65.796,8.484,-20.874,0.130125942,0.109358313,-0.233430772,-0.033274373,-0.60020432,-0.005313258
0.262822183,0.221,0.291,1.106,52.368,-15.015,-6.653,0.044,0.255,0.727,83.374,37.537,26.123,0.088,0.159,0.6,-353.577,-111.694,-71.777,-0.223,-0.359,0.12,-34.302,33.569,-16.418,0.170720005,0.054967866,-0.011725766,-0.008199934,-0.351277826,0.590641057
0.254059662,0.137,-0.081,1.069,86.365,10.742,-3.54,0.043,0.228,0.88,82.886,42.542,23.438,0.558,-0.5,0.5,-341.248,-48.523,-77.942,-0.114,-0.381,0.121,-65.796,8.484,-20.874,-0.15403269,-0.040215195,0.010132488,0.036725011,0.030913098,0.09972922
0.257440288,0.094,-0.045,1.042,74.28,4.761,-1.526,0.266,0.36,0.86,73.975,10.925,23.376,0.388,-0.424,0.601,-258.057,93.384,-96.436,-0.084,-0.446,0.198,-91.736,0.61,-25.33,-0.096041036,-0.121800644,-0.114772415,0.146425576,-0.177783453,-0.124289773
0.258908526,0.116,0.062,1.079,61.096,14.832,-2.563,0.234,0.457,0.809,71.594,10.437,23.499,-0.09,-0.003,0.554,-242.126,161.682,-118.042,-0.096,-0.445,0.249,-116.943,-2.197,-24.231,-0.461387034,-0.366557881,0.238083058,0.176724052,0.357786419,-0.10499626
0.268448812,0.145,0.112,1.068,57.312,14.648,-3.784,0.19,0.474,0.729,70.496,14.709,25.757,0.388,-0.424,0.601,-258.057,93.384,-96.436,-0.084,-0.446,0.198,-91.736,0.61,-25.33,0.478076059,0.048169171,-0.06481022,0.120306589,0.068629241,-0.505873924
0.285248581,0.125,0.075,1.05,44.495,23.193,-4.761,0.107,0.441,0.712,68.909,6.531,29.114,-0.09,-0.003,0.554,-242.126,161.682,-118.042,-0.096,-0.445,0.249,-116.943,-2.197,-24.231,-0.206225274,-0.223782845,-0.264657463,-0.007155181,0.1993788,0.183334563
0.298452801,0.056,0.036,1.079,59.875,22.034,-4.517,-0.006,0.396,0.757,66.528,0,34.18,-0.338,0.189,0.593,-251.526,136.169,-118.347,-0.067,-0.568,0.317,-141.296,-5.737,-24.902,0.072134477,-0.09460542,0.153773038,-0.072975554,0.214465554,0.02577074
0.310100991,-0.079,0.268,1.151,46.143,36.194,-1.099,-0.069,0.423,0.801,64.88,-13.977,38.208,-0.047,0.431,0.637,-284.18,52.551,-127.197,-0.073,-0.67,0.345,-162.964,-3.479,-27.283,-0.328007844,-0.257777431,0.122546346,-0.187900054,0.307498888,-1
0.315347215,-0.083,0.206,1.037,-41.077,23.926,-10.437,-0.016,0.51,0.831,59.692,-29.175,39.368,-0.338,0.189,0.593,-251.526,136.169,-118.347,-0.067,-0.568,0.317,-141.296,-5.737,-24.902,-0.055446972,0.163748538,0.428562805,-0.145064478,0.154119363,0.281945542
0.316833785,0.07,-0.15,1.082,64.331,5.432,3.54,0.133,0.548,0.861,52.307,-46.082,38.818,-0.047,0.431,0.637,-284.18,52.551,-127.197,-0.073,-0.67,0.345,-162.964,-3.479,-27.283,-0.455587774,-0.189788481,-0.192837096,-0.11581113,0.179263128,-0.072840521
0.317585188,0,0.026,1.046,8.606,18.555,4.211,0.244,0.556,0.852,51.941,-50.476,34.119,0.29,0.388,0.763,-294.983,28.87,-145.325,-0.116,-0.754,0.384,-179.382,-4.761,-29.541,0.61725451,0.442499916,-0.12101673,-0.032229586,0.186806505,-0.126433536
0.308894444,-0.013,0.043,1.034,25.757,17.639,7.324,0.382,0.485,0.876,54.443,-39.49,28.748,0.284,0.469,0.793,-283.63,48.218,-167.786,-0.22,-0.774,0.409,-192.444,-7.202,-32.043,0.060536147,-0.026617583,-0.208450442,0.018964011,-0.12246618,-0.084630865
0.298949517,0.035,0.096,1.001,21.851,4.272,6.775,0.382,0.433,0.891,56.824,-23.56,22.156,0.29,0.388,0.763,-294.983,28.87,-145.325,-0.116,-0.754,0.384,-179.382,-4.761,-29.541,0.425882715,0.360912908,0.013255076,0.058665192,-0.290931635,-0.109283785
0.292131806,0.046,0.107,0.996,15.076,11.292,3.845,0.24,0.418,0.913,59.387,8.423,16.113,0.284,0.469,0.793,-283.63,48.218,-167.786,-0.22,-0.774,0.409,-192.444,-7.202,-32.043,-0.258416718,-0.244179597,-0.467626864,0.033590753,-0.011831963,0.325891976
0.28718362,0.056,0.059,0.995,16.541,10.193,2.991,0.119,0.466,0.874,58.716,19.47,11.963,0.165,0.656,0.873,-262.756,49.561,-179.749,-0.266,-0.768,0.429,-205.2,-18.066,-29.968,0.23451092,0.388108578,-0.027338804,0.038814585,-0.172754535,0.043992442
0.2831964,0.081,0.044,1.009,22.034,10.437,2.93,0.034,0.53,0.86,59.631,21.24,11.963,0.13,0.913,0.997,-258.85,27.466,-176.514,-0.229,-0.737,0.5,-223.328,-16.418,-18.799,-0.838333264,-0.216983704,-0.014848435,0.02105355,0.113888843,0.666743932
0.289013996,0.115,0.001,1.028,16.113,10.864,2.075,0.036,0.583,0.8,54.81,7.019,15.442,0.165,0.656,0.873,-262.756,49.561,-179.749,-0.266,-0.768,0.429,-205.2,-18.066,-29.968,-0.02645124,0.184145067,0.397336114,0.016874472,0.003254535,-0.484436296
0.287684659,0.09,0.017,1.04,29.602,13.672,-0.488,0.06,0.53,0.734,51.941,-11.169,19.409,0.13,0.913,0.997,-258.85,27.466,-176.514,-0.229,-0.737,0.5,-223.328,-16.418,-18.799,-0.049647902,-0.31896546,0.063216861,0.036725011,0.128974773,0.509178775
0.28484038,0.039,0.073,1.003,15.991,19.165,-3.235,0.111,0.443,0.705,52.429,-20.02,21.729,0.226,1.231,1.07,-278.992,1.648,-167.419,-0.262,-0.702,0.574,-234.375,2.38,-4.578,-0.142434359,0.150151149,0.288044741,0.042993732,-0.07720666,0.498463473
0.285760516,0.025,0.066,0.981,18.921,16.846,-4.028,0.192,0.406,0.68,48.279,-31.616,20.569,0.306,1.326,1.052,-292.419,-1.404,-152.771,-0.409,-0.568,0.584,-239.075,26.489,9.277,-0.467186295,-0.468539413,-0.164734097,0.058665192,0.279839839,-0.158589626
0.285335624,0.009,0.072,0.976,17.151,16.296,-4.822,0.232,0.429,0.689,45.227,-28.564,15.808,0.226,1.231,1.07,-278.992,1.648,-167.419,-0.262,-0.702,0.574,-234.375,2.38,-4.578,0.280903104,0.170547455,0.000764658,0.029411708,0.028398639,-0.142511405
0.278827629,-0.023,0.071,0.979,14.832,15.442,-5.31,0.246,0.462,0.711,43.823,-20.447,11.658,0.306,1.326,1.052,-292.419,-1.404,-152.771,-0.409,-0.568,0.584,-239.075,26.489,9.277,0.031540414,-0.352960046,-0.133507406,0.036725011,0.128974773,-0.022463044
0.27370408,-0.026,0.058,0.984,17.395,13.184,-4.333,0.232,0.471,0.725,43.701,-7.996,8.789,0.227,1.326,0.869,-283.203,13.916,-128.784,-0.296,-0.403,0.673,-243.896,13.916,31.921,0.23451092,0.238534624,-0.049197181,-0.043722207,0.043485146,-0.102852497
0.267093602,-0.003,0.07,0.978,17.273,8.667,-3.357,0.165,0.458,0.736,45.593,1.282,7.08,-0.089,1.157,0.668,-260.071,12.512,-100.464,-0.132,-0.338,0.878,-236.145,-6.714,62.073,0.002544549,-0.332563294,-0.489485547,-0.016558091,-0.009317504,0.14046001
0.262419256,0.032,0.064,0.977,17.517,8.606,-3.662,0.142,0.45,0.754,44.067,7.935,5.676,0.227,1.326,0.869,-283.203,13.916,-128.784,-0.296,-0.403,0.673,-243.896,13.916,31.921,0.414284194,0.374510743,-0.049197181,-0.068796407,-0.087264578,0.007549107
0.259368237,0.064,0.07,0.969,15.564,7.813,-5.249,0.141,0.436,0.776,41.321,2.014,5.371,-0.089,1.157,0.668,-260.071,12.512,-100.464,-0.132,-0.338,0.878,-236.145,-6.714,62.073,0.188117407,-0.366557881,0.000764658,-0.005065642,0.048513981,0.033273769
0.252268228,0.066,0.079,0.966,13.428,9.216,-6.531,0.128,0.435,0.819,39.734,1.465,5.737,0.361,0.908,0.517,-243.225,-18.86,-70.313,0.139,-0.083,1.041,-224.06,-14.771,73.303,0.182318336,0.245333541,0.038236019,-0.040587847,-0.142581028,0.209059013
0.252101002,0.043,0.072,0.971,13.062,11.23,-7.141,0.176,0.439,0.832,38.33,-3.052,6.042,0.803,0.811,0.369,-214.783,61.462,-38.147,0.387,-0.163,1.211,-212.402,-11.719,67.078,-0.478784816,-0.31896546,0.184998706,0.015829719,0.159148281,0.095441694
0.252468881,0.048,0.074,0.964,11.108,10.986,-8.057,0.199,0.454,0.862,38.513,-4.333,6.104,0.361,0.908,0.517,-243.225,-18.86,-70.313,0.139,-0.083,1.041,-224.06,-14.771,73.303,-0.374400027,0.286127045,0.244328396,-0.049990586,-0.04451927,-0.12214601
0.256420713,0.035,0.063,0.975,9.827,11.475,-8.484,0.167,0.46,0.855,39.551,0.427,4.578,0.803,0.811,0.369,-214.783,61.462,-38.147,0.387,-0.163,1.211,-212.402,-11.719,67.078,-0.2758145,-0.346161129,-0.052319748,-0.001931332,0.196864341,-0.523023324
0.262861879,-0.017,0.057,0.978,13.062,15.076,-9.277,0.08,0.444,0.863,43.64,10.193,3.479,0.531,0.906,0.148,-156.25,177.429,-19.714,0.69,-0.277,1.654,-155.945,21.24,53.589,0.060536147,0.286127045,0.085075135,-0.05521452,-0.019375175,0.120094615
0.260629482,-0.063,0.05,0.972,11.292,14.771,-7.996,-0.015,0.444,0.852,47.913,15.808,2.38,-0.195,0.785,-0.319,-112.122,179.321,1.282,0.358,-0.204,1.591,-114.258,69.641,21.851,-0.223623056,-0.454941579,-0.133507406,-0.001931332,0.030913098,0.104016746
0.276491796,-0.068,0.027,0.969,17.944,7.019,-5.249,-0.052,0.444,0.833,48.828,16.663,2.686,0.531,0.906,0.148,-156.25,177.429,-19.714,0.69,-0.277,1.654,-155.945,21.24,53.589,0.193916097,0.340516156,-0.124139399,-0.018647631,-0.117437262,-0.183242195
0.283062476,-0.083,0.036,0.966,16.357,8.423,-3.662,-0.045,0.432,0.832,48.645,8.118,4.395,-0.195,0.785,-0.319,-112.122,179.321,1.282,0.358,-0.204,1.591,-114.258,69.641,21.851,0.083732808,-0.284970873,-0.167856766,0.068068274,-0.016860798,0.015052137
0.297437418,-0.083,0.035,0.963,20.691,4.761,-0.977,-0.021,0.437,0.811,47.974,1.343,4.883,-0.107,0.918,-0.521,-46.021,28.442,35.217,-0.122,-0.119,1.779,-81.665,83.984,-20.813,0.089531879,0.394907495,-0.242798779,0.040904158,-0.223042891,-0.306506446
0.29782768,-0.067,0.042,0.956,21.362,1.16,0.854,0.045,0.432,0.807,46.814,-4.578,5.615,0.172,0.746,-0.144,-8.484,-53.467,46.204,-0.233,0.063,1.923,-41.443,56.824,-31.433,0.188117407,-0.346161129,-0.039829276,0.13597805,0.204407718,-0.208966997
0.308316687,-0.061,0.051,0.95,21.606,0.488,2.319,0.138,0.412,0.82,48.035,-7.935,6.714,-0.107,0.918,-0.521,-46.021,28.442,35.217,-0.122,-0.119,1.779,-81.665,83.984,-20.813,0.22871166,0.150151149,0.125669015,0.054486045,-0.039490517,0.001117928
0.311837806,-0.05,0.055,0.943,23.193,-1.953,3.906,0.172,0.408,0.815,51.514,-4.944,7.385,0.172,0.746,-0.144,-8.484,-53.467,46.204,-0.233,0.063,1.923,-41.443,56.824,-31.433,-0.206225274,-0.325764377,-0.024216238,0.067023487,0.169206116,-0.405116372
0.318584672,-0.039,0.063,0.939,22.949,-2.319,5.127,0.111,0.405,0.788,55.786,4.517,6.287,-0.198,0.532,0.159,54.565,-34.79,34.18,-0.119,0.103,1.918,-15.076,18.677,-22.339,0.176519266,0.29972488,0.659636227,-0.054169733,-0.135038475,0.05149526
0.329295685,-0.029,0.077,0.931,21.545,-3.113,6.042,0.056,0.373,0.754,58.105,11.108,5.92,0.136,-2.179,1.644,-129.211,-7.446,63.538,-0.006,-0.047,1.622,14.587,-10.498,-20.996,0.263507222,-0.223782845,0.010132488,-0.029095294,0.083716159,-0.131792943
0.3296635,-0.017,0.07,0.935,21.79,-2.93,6.836,0.003,0.349,0.762,59.814,9.033,7.629,-0.198,0.532,0.159,54.565,-34.79,34.18,-0.119,0.103,1.918,-15.076,18.677,-22.339,-0.368600767,-0.033416278,0.000764658,-0.107452836,-0.107379426,0.308742225
0.338767006,0.004,0.074,0.933,23.682,-2.625,7.385,-0.027,0.357,0.837,58.96,3.906,10.315,0.136,-2.179,1.644,-129.211,-7.446,63.538,-0.006,-0.047,1.622,14.587,-10.498,-20.996,-0.345405625,-0.121800644,-0.60189959,-0.004020855,0.204407718,0.183334563
0.346304483,0.014,0.108,0.912,21.362,-2.869,6.714,-0.065,0.368,0.942,57.922,-8.545,14.099,0.346,-0.783,1.489,216.309,-240.784,99.548,-0.354,-0.075,1.382,31.921,-24.353,-16.785,0.054736886,0.340516156,-0.055442315,-0.019692384,0.045999522,0.078291944
0.348661735,0.044,0.126,0.895,18.005,-2.869,6.226,-0.092,0.367,1.057,59.143,-15.076,18.372,0.613,-0.842,1.353,115.356,-168.152,37.109,-0.487,-0.158,0.905,59.387,-82.031,-19.775,0.147523343,-0.550124194,0.587815861,0.084784521,0.134003691,0.574562836
0.362966991,0.1,0.127,0.873,12.634,-2.869,4.944,0.104,0.338,1.002,56.458,-38.086,24.109,0.346,-0.783,1.489,216.309,-240.784,99.548,-0.354,-0.075,1.382,31.921,-24.353,-16.785,0.49547194,0.585272725,-0.305251139,0.004337269,-0.18532683,-0.041756663
0.375627851,0.115,0.098,0.892,7.629,-0.427,2.686,0.134,0.362,1.013,52.246,-45.532,23.987,0.613,-0.842,1.353,115.356,-168.152,37.109,-0.487,-0.158,0.905,59.387,-82.031,-19.775,-0.090241965,-0.271373038,-0.576918237,0.082694948,0.088744253,-0.021391163
0.380604172,0.093,0.054,0.948,13,4.639,1.404,0.249,0.41,0.866,49.622,-42.847,22.583,1.39,-0.875,1.231,186.707,-117.065,27.832,0.091,0.573,0.811,18.921,-110.229,15.686,0.153322604,0.143352232,0.003887273,-0.019692384,-0.117437262,-0.199320065
0.384617229,0.034,0.063,0.974,11.658,5.859,-0.977,0.123,0.48,0.733,54.565,-38.391,21.24,-0.253,1.937,1.538,379.7,-33.63,147.888,0.602,0.298,1.629,-6.897,-123.047,22.217,0.008343714,0.136553537,0.197489382,0.064933913,-0.011831963,-0.20360759
0.393642957,-0.05,0.05,0.995,18.555,7.141,-1.953,0.072,0.538,0.625,60.303,-14.343,19.409,1.39,-0.875,1.231,186.707,-117.065,27.832,0.091,0.573,0.811,18.921,-110.229,15.686,-0.003254597,0.388108578,-0.005480571,-0.032229586,-0.052062565,0.083651351
0.402699558,-0.1,0.061,0.989,22.949,4.639,-1.282,0.04,0.529,0.577,66.345,-28.503,20.02,-0.253,1.937,1.538,379.7,-33.63,147.888,0.602,0.298,1.629,-6.897,-123.047,22.217,0.350494229,-0.278171956,0.16938536,0.032546,0.196864341,-0.112499429
0.407796173,-0.101,0.054,0.98,30.396,0.305,0.671,0.043,0.459,0.623,66.223,-21.484,18.616,-0.27,0.517,0.959,95.703,15.076,43.762,1.012,0.563,1.633,10.925,-115.295,15.015,-0.328007844,0.027772864,0.431685474,-0.021781923,-0.029432846,0.056854667
0.401073262,-0.076,0.031,0.992,38.208,-1.526,1.831,0.15,0.399,0.693,64.697,-34.241,17.334,0.392,0.271,1.223,94.788,-26.306,32.837,0.355,0.3,1.591,29.968,-51.514,2.625,-0.623764427,-0.019818777,-0.811114328,0.054486045,0.056057193,-0.039612901
0.398211034,-0.07,0.024,0.992,53.589,-2.136,3.479,0.119,0.385,0.805,64.087,-27.527,14.587,-0.27,0.517,0.959,95.703,15.076,43.762,1.012,0.563,1.633,10.925,-115.295,15.015,0.153322604,-0.115001949,0.578447853,-0.068796407,-0.026918387,-0.021391163
0.388686442,-0.057,0.072,0.96,56.458,-4.944,4.15,0.103,0.385,0.868,65.796,-20.142,12.878,0.392,0.271,1.223,94.788,-26.306,32.837,0.355,0.3,1.591,29.968,-51.514,2.625,0.153322604,-0.09460542,-0.117895084,0.028366921,0.144061527,0.028986349
0.377646322,-0.029,0.098,0.945,58.105,-9.155,5.127,0.011,0.393,0.933,67.688,-13,12.512,-1.007,0.3,0.849,255.676,-6.226,109.07,0.116,0.41,1.308,47.058,-99.243,-14.709,0.019942083,0.156949844,0.484769826,-0.131482591,-0.102350508,-0.013888134
0.359892074,0.02,0.093,0.952,64.636,-9.583,4.944,0.07,0.441,0.963,72.693,-7.507,15.564,-0.087,-0.34,1.217,40.161,-94.971,18.494,0.131,0.046,1.26,62.012,-114.075,-28.076,0.124326872,-0.380155716,-0.005480571,0.107769147,0.149090445,0.117950852
0.339920481,0.072,0.085,0.966,70.374,-11.963,3.479,0.123,0.505,0.877,84.29,-21.118,17.639,-1.007,0.3,0.849,255.676,-6.226,109.07,0.116,0.41,1.308,47.058,-99.243,-14.709,0.176519266,0.224936789,0.400458783,-0.06461726,-0.212985055,-0.073912402
0.314803807,0.064,0.069,1.007,79.651,-4.395,0.427,0.101,0.553,0.774,83.435,-17.883,18.86,-0.087,-0.34,1.217,40.161,-94.971,18.494,0.131,0.046,1.26,62.012,-114.075,-28.076,0.240310181,-0.135398256,1,0.081650161,-0.049548106,0.031130041
0.285941305,0.064,0.063,1.016,93.75,-3.174,-1.831,0.145,0.532,0.69,87.708,-24.048,19.043,0.232,0.574,1.112,-41.016,-59.692,37.537,-0.422,-0.214,1.167,69.092,-41.016,-23.743,-0.078643634,0.116157008,-0.60189959,0.018964011,-0.067148989,0.002189792
0.250421488,0.031,0.094,1.017,103.333,0.366,-2.625,0.125,0.529,0.657,88.623,-27.771,18.86,0.166,0.405,1.005,20.386,-47.913,20.386,-0.377,0.114,0.823,65.002,11.719,-34.546,-0.136635099,-0.420946992,-0.280270809,-0.027005755,0.206922177,0.054710905
0.2083981,-0.029,0.093,1.017,114.197,6.897,-2.441,0.092,0.528,0.668,92.285,-27.527,17.578,0.232,0.574,1.112,-41.016,-59.692,37.537,-0.422,-0.214,1.167,69.092,-41.016,-23.743,0.269306483,0.367711826,0.010132488,-0.053124947,-0.029432846,-0.009600679
0.163666204,-0.038,0.097,1,131.714,2.869,-0.244,0.023,0.574,0.751,97.168,-30.212,16.479,0.166,0.405,1.005,20.386,-47.913,20.386,-0.377,0.114,0.823,65.002,11.719,-34.546,-0.194626753,-0.346161129,-0.227186457,0.042993732,0.154119363,4.61E-05
0.111961464,-0.028,0.124,0.998,142.944,3.296,0.854,-0.04,0.637,0.868,103.394,-31.433,16.541,0.183,-0.026,1.049,4.272,-20.63,29.175,-0.052,-0.022,0.7,58.777,30.518,-45.105,0.22871166,-0.740491652,0.67524855,-0.06461726,0.063600488,-0.077128046
0.068752255,-0.01,0.117,1.013,155.09,4.028,2.747,-0.168,0.679,1.023,111.694,-28.137,16.968,0.031,0.021,1.024,7.019,-2.136,17.395,-0.276,0.051,0.758,54.81,73.669,-34.973,-0.223623056,1,-0.867321349,0.016874472,0.206922177,-0.094277797
0.040589898,0.02,0.081,1.028,175.293,1.038,3.296,-0.267,0.661,1.175,122.925,-25.024,21.179,0.183,-0.026,1.049,4.272,-20.63,29.175,-0.052,-0.022,0.7,58.777,30.518,-45.105,-0.2758145,0.306523797,0.160018376,-0.033274373,-0.190354924,-0.131792943
0.026458383,0.062,0.044,1.049,200.073,2.869,1.16,-0.419,0.678,1.328,138.245,-21.484,29.358,0.031,0.021,1.024,7.019,-2.136,17.395,-0.276,0.051,0.758,54.81,73.669,-34.973,-0.217823795,-0.556923111,-0.03358404,0.069112719,-0.109893885,-0.076056165
0.02385544,0.133,0.014,1.068,225.037,3.601,2.563,-0.586,0.911,1.35,145.325,-18.433,33.569,-0.122,0.018,1.023,2.258,-18.311,17.334,-0.472,0.113,0.843,43.823,16.296,-8.484,0.344694969,0.374510743,0.016377745,-0.136706525,-0.245672198,-0.061050177
0.021883033,0.261,0.015,1.092,262.573,5.371,-3.479,-0.755,1.157,1.318,136.597,-33.081,42.725,0.145,0.035,1.044,10.01,-5.615,15.564,-0.152,0.099,0.969,23.621,-88.013,9.705,-0.333807104,-0.475338331,-0.339600499,0.641647011,-0.042004894,0.053639023
0.020715615,0.393,0.02,1.134,293.945,14.526,-15.747,-0.667,1.274,1.299,115.051,-61.218,47.974,-0.122,0.018,1.023,2.258,-18.311,17.334,-0.472,0.113,0.843,43.823,16.296,-8.484,0.118527611,-0.026617583,0.088197805,0.07538144,-0.157667782,0.110447683
0.015923163,0.463,0.01,1.2,341.431,27.1,-38.635,-0.193,1.35,1.178,91.064,-108.154,46.021,0.145,0.035,1.044,10.01,-5.615,15.564,-0.152,0.099,0.969,23.621,-88.013,9.705,-0.043848642,-0.244179597,-0.383316843,-0.647596682,0.310012523,0.20691525
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
