KAM,ACCX_F4,ACCY_F4,ACCZ_F4,GYRX_F4,GYRY_F4,GYRZ_F4,ACCX_ED,ACCY_ED,ACCZ_ED,GYRX_ED,GYRY_ED,GYRZ_ED,ACCX_C0,ACCY_C0,ACCZ_C0,GYRX_C0,GYRY_C0,GYRZ_C0,ACCX_46,ACCY_46,ACCZ_46,GYRX_46,GYRY_46,GYRZ_46,LFET_RECTUS_FEM,LEFT_VLO,LEFT_VMO,RIGHT_RECTUS_FEM,RIGHT_VLO,RIGHT_VMO
0.193093811,0.29,-1.015,1.863,143.555,-46.814,96.802,0.115,0.297,1.494,53.772,4.578,28.87,0.055,1.229,1.055,396.057,9.46,175.049,-0.542,0.631,0.912,70.801,75.073,-13.489,0.543153677,-0.009781475,-0.328211397,-0.061611008,-0.020165655,-0.02652614
0.224379753,-0.366,-0.765,2.591,244.995,156.982,17.456,0.015,0.403,1.049,80.994,26.245,31.555,-0.026,1.25,1.324,354.004,64.758,151.428,-0.434,0.278,0.271,61.157,54.26,-3.174,-0.007327439,0.301646284,0.045949958,-0.218306587,-0.133953228,-0.042009233
0.258189007,-0.954,-0.258,1.37,231.018,145.508,46.265,-0.488,0.907,0.704,89.05,74.158,17.029,0.274,-0.317,1.265,163.757,124.084,137.878,-0.291,0.256,-0.009,48.34,-7.141,10.254,0.13254877,-0.132465251,-0.113493407,0.083331889,-0.182999923,-0.052073409
0.323243452,-0.852,0,0.623,215.393,-17.212,38.757,-0.618,1.433,0.81,48.401,79.163,-7.019,-0.969,4.184,1.478,-174.622,102.722,0.488,-0.035,0.125,-0.021,11.719,-31.006,19.958,-0.48335859,0.24502296,0.275548729,0.472132105,-0.026051207,0.094241686
0.383715697,-0.768,0.545,1.106,211.426,14.343,10.62,-0.403,1.416,1.19,12.39,29.846,-13.611,0.274,-0.317,1.265,163.757,124.084,137.878,-0.291,0.256,-0.009,48.34,-7.141,10.254,-0.266775579,-0.29289754,-0.041212602,0.144051458,-0.020165655,0.151529057
0.392912108,-0.545,0.959,1.618,136.597,10.681,-14.526,-0.599,0.922,1.586,26.367,51.025,-8.545,-0.969,4.184,1.478,-174.622,102.722,0.488,-0.035,0.125,-0.021,11.719,-31.006,19.958,0.049074344,0.13177662,0.003431641,-0.101764266,-0.489049523,0.126755955
0.415957969,-0.043,0.645,1.457,135.62,-31.799,5.859,-1.21,0.48,1.852,104.98,142.944,0.366,-0.776,0.277,1.062,-103.638,-60.303,-33.142,-0.021,-0.026,0.05,-15.564,-5.493,20.325,-0.205861307,-0.085278993,-0.198530221,-0.200678366,0.554658533,0.010633108
0.425627951,0.169,0.46,1.259,140.442,-19.165,-5.371,-0.791,1.343,0.67,128.906,111.389,-10.437,-0.123,-0.133,0.793,-330.994,-155.09,-67.749,-0.099,-0.321,-0.031,-37.537,20.752,14.282,-0.11110684,0.226148518,0.08209029,-0.139958797,0.009262233,-0.048202572
0.419466385,0.321,0.564,1.156,107.605,-8.85,-21.973,-0.121,0.856,1.011,44.312,34.485,67.505,-0.776,0.277,1.062,-103.638,-60.303,-33.142,-0.021,-0.026,0.05,-15.564,-5.493,20.325,-0.415675983,-0.207962708,0.03106855,0.001066954,0.32904528,-0.164325647
0.408885221,0.524,0.273,1.067,80.566,-17.395,-26.184,0.545,0.424,0.787,97.595,-24.414,61.951,-0.123,-0.133,0.793,-330.994,-155.09,-67.749,-0.099,-0.321,-0.031,-37.537,20.752,14.282,0.193463042,0.150651061,0.073587166,8.76E-05,-0.188885603,-0.037364483
0.396048178,0.395,-0.014,1.123,128.967,31.738,-16.968,0.685,0.247,0.811,74.89,-3.54,59.509,0.228,-0.133,0.665,-368.958,-106.079,-70.435,-0.214,-0.29,0.083,-52.734,26.001,-3.479,-0.032144193,-0.245711591,-0.039086717,0.057869082,0.036728228,-0.050525074
0.385557018,0.13,0.17,1.106,87.952,61.279,-31.128,0.449,0.075,0.816,88.806,39.124,32.471,0.342,-0.633,0.63,-339.355,-10.864,-74.463,-0.182,-0.42,0.092,-88.806,22.949,-13,0.200231377,0.112902178,0.048075913,0.033385318,-0.149648376,0.019148771
0.384365832,0.085,0.122,1.021,67.261,45.471,-34.485,0.477,0.223,0.776,81.787,57.983,26.184,0.228,-0.133,0.665,-368.958,-106.079,-70.435,-0.214,-0.29,0.083,-52.734,26.001,-3.479,-0.106594617,-0.160776759,-0.073101652,0.026529934,-0.08686907,0.352809274
0.38031079,0.049,-0.007,1.06,93.445,48.157,-35.461,0.414,0.271,0.765,79.285,41.809,24.78,0.342,-0.633,0.63,-339.355,-10.864,-74.463,-0.182,-0.42,0.092,-88.806,22.949,-13,0.100963948,0.056278854,0.235156277,-0.023416669,-0.147686483,0.008310631
0.379324197,-0.073,0.43,1.307,90.881,75.439,-20.569,0.244,0.414,0.703,82.153,58.044,23.254,-0.002,-0.039,0.687,-301.453,91.675,-85.144,-0.169,-0.505,0.111,-116.577,10.742,-15.869,-0.122386658,-0.151339384,-0.049716284,0.019674519,0.111278959,-0.353217665
0.367307951,0.036,0.514,0.991,-96.436,41.565,-37.659,0.245,0.429,0.684,77.271,47.119,27.71,-0.433,0.246,0.649,-335.205,110.229,-95.215,-0.112,-0.552,0.181,-147.705,-6.531,-9.949,0.195719154,0.207274077,0.011935302,-0.013623227,-0.057440925,0.183269158
0.362837797,-0.049,-0.115,1.126,63.66,45.898,-21.79,0.137,0.404,0.727,72.693,36.377,26.611,-0.002,-0.039,0.687,-301.453,91.675,-85.144,-0.169,-0.505,0.111,-116.577,10.742,-15.869,-0.056960976,-0.066404552,-0.062471736,0.005963688,-0.104525469,-0.009494889
0.344332443,-0.103,0.04,1.051,11.597,44.739,-17.151,-0.043,0.419,0.633,69.702,25.696,27.405,-0.433,0.246,0.649,-335.205,110.229,-95.215,-0.112,-0.552,0.181,-147.705,-6.531,-9.949,0.11901284,0.367705128,-0.041212602,-0.011664533,0.097545705,-0.193743246
0.326733994,-0.187,0.025,1.017,-9.338,22.4,-16.785,-0.162,0.449,0.602,72.144,17.578,32.043,-0.164,0.203,0.604,-357.239,39.734,-109.314,-0.066,-0.72,0.266,-176.27,-18.677,-6.714,-0.235190757,0.273334467,-0.158137769,0.058848446,0.05830867,0.211138675
0.303201441,-0.164,-0.108,1.099,42.664,28.137,-1.526,-0.059,0.473,0.732,62.622,-6.836,37.781,0.248,0.205,0.808,-335.083,21.301,-121.887,-0.023,-0.84,0.319,-192.505,-25.818,-3.174,-0.027632044,-0.198525642,-0.026331195,0.042199589,-0.118258723,0.056308246
0.269782146,-0.074,0.12,1.001,12.146,-4.517,-7.935,-0.123,0.454,0.781,59.265,-24.109,33.508,-0.164,0.203,0.604,-357.239,39.734,-109.314,-0.066,-0.72,0.266,-176.27,-18.677,-6.714,-0.194581488,0.037404413,-0.302700632,0.049054812,-0.02997493,-0.02420379
0.245380984,-0.003,0.053,1.023,11.902,13.184,-5.615,-0.04,0.54,0.801,62.134,-15.442,25.33,0.248,0.205,0.808,-335.083,21.301,-121.887,-0.023,-0.84,0.319,-192.505,-25.818,-3.174,0.247608241,0.075153296,0.224527198,0.034364681,-0.182999923,0.609826751
0.222130879,0.036,0.046,1.021,31.067,0.977,-4.639,0.327,0.565,0.824,57.678,-34.546,24.719,0.285,0.538,0.947,-334.351,55.908,-145.63,-0.086,-0.891,0.383,-203.613,-18.799,-3.54,-0.068241312,-0.547701727,-0.007197946,0.004984324,0.113240853,-0.028074474
0.205623073,0.052,0.091,1.001,9.766,10.01,-3.967,0.523,0.462,0.739,59.265,-33.508,23.071,0.075,0.819,0.983,-317.078,83.435,-155.701,-0.23,-0.932,0.399,-218.994,-15.381,2.808,-0.016351708,-0.104153435,0.303186146,-0.025375364,-0.133953228,-0.110134693
0.199680945,0.041,0.074,0.989,17.151,9.338,-1.709,0.49,0.415,0.698,61.401,3.052,16.479,0.285,0.538,0.947,-334.351,55.908,-145.63,-0.086,-0.891,0.383,-203.613,-18.799,-3.54,-0.043424529,-0.368394688,-0.087982641,-0.037127564,0.138744825,-0.264964615
0.191161813,-0.018,0.091,0.979,7.568,14.038,-1.77,0.455,0.411,0.592,58.899,25.513,12.573,0.075,0.819,0.983,-317.078,83.435,-155.701,-0.23,-0.932,0.399,-218.994,-15.381,2.808,-0.007327439,0.160088128,0.277674684,-0.013623227,0.203486025,0.1174662
0.186301609,-0.047,0.059,0.982,9.46,12.878,-0.488,0.133,0.377,0.551,61.157,45.288,11.597,-0.008,1.293,0.956,-333.557,57.19,-159.912,-0.219,-0.903,0.432,-226.196,-24.17,11.414,0.055842531,-0.056967486,-0.051842169,8.76E-05,-0.075097709,-0.011043198
0.17482615,-0.05,0.04,0.987,9.949,9.277,-0.183,-0.046,0.398,0.477,62.744,46.448,13.428,0.261,1.257,0.875,-359.192,10.01,-159.668,-0.209,-0.842,0.559,-245.789,-15.564,21.301,0.211511196,0.518703134,0.162875194,0.035344045,0.007300339,-0.041235066
0.165414991,-0.06,0.024,1,11.292,10.254,0.671,-0.074,0.408,0.475,56.58,13,18.127,-0.008,1.293,0.956,-333.557,57.19,-159.912,-0.219,-0.903,0.432,-226.196,-24.17,11.414,-0.099826282,0.065716229,-0.330337353,0.008901714,-0.075097709,-0.02265548
0.158428894,-0.063,0.029,0.993,11.902,7.263,1.16,-0.002,0.426,0.5,50.903,-17.761,18.25,0.261,1.257,0.875,-359.192,10.01,-159.668,-0.209,-0.842,0.559,-245.789,-15.564,21.301,0.040050045,0.263897401,-0.049716284,0.023591908,-0.169266668,0.009084798
0.143955116,-0.062,0.022,0.986,11.902,5.31,1.587,0.131,0.464,0.542,45.105,-40.222,16.479,0.49,1.245,1.014,-320.129,19.104,-149.78,-0.231,-0.727,0.595,-251.038,8.972,21.118,-0.176532596,-0.217400083,-0.287818946,-0.053776421,0.232913785,-0.003301651
0.132504065,-0.033,0.023,0.978,11.78,3.479,2.197,0.259,0.479,0.613,39.124,-44.983,14.404,0.211,1.599,0.822,-312.866,58.838,-134.46,-0.236,-0.624,0.673,-250.61,24.658,29.358,0.094195613,0.414892005,0.041698117,-0.069445915,-0.057440925,0.005214012
0.12157517,-0.006,0.032,0.979,11.597,3.113,2.075,0.233,0.471,0.671,38.452,-33.02,9.949,0.49,1.245,1.014,-320.129,19.104,-149.78,-0.231,-0.727,0.595,-251.038,8.972,21.118,-0.072753461,-0.44389369,-0.013575673,-0.081197955,-0.057440925,-0.021881338
0.114847453,0,0.037,0.982,10.681,3.54,1.648,0.203,0.452,0.714,40.894,-7.385,5.798,0.211,1.599,0.822,-312.866,58.838,-134.46,-0.236,-0.624,0.673,-250.61,24.658,29.358,0.100963948,0.226148518,0.143742294,-0.073363369,-0.153572163,-0.027300307
0.110145178,0.002,0.038,0.979,9.949,3.845,0.916,0.173,0.449,0.745,39.673,2.014,4.517,-0.37,1.401,0.507,-275.635,54.382,-87.891,-0.119,-0.478,0.81,-240.54,26.001,61.646,-0.108850729,-0.519389601,-0.064597692,-0.033210111,0.007300339,0.138368465
0.112995939,0.002,0.036,0.979,9.888,5.615,0.366,0.107,0.464,0.771,39.612,8.789,3.174,0.931,1.23,0.332,-253.479,9.033,-47.18,0.195,-0.167,0.976,-222.351,19.958,66.772,0.064866829,0.254460335,0.17350497,-0.019499312,-0.028013101,-0.103941608
0.121922635,0.007,0.028,0.98,10.01,5.615,-0.427,0.057,0.465,0.801,39.246,7.202,3.052,-0.37,1.401,0.507,-275.635,54.382,-87.891,-0.119,-0.478,0.81,-240.54,26.001,61.646,-0.08177739,-0.509952226,-0.039086717,0.034364681,0.085774344,-0.04588007
0.130340837,-0.019,0.025,0.988,10.071,10.01,-0.854,0.047,0.466,0.846,39.612,1.343,4.7,0.931,1.23,0.332,-253.479,9.033,-47.18,0.195,-0.167,0.976,-222.351,19.958,66.772,0.058098568,0.34883347,-0.14750869,0.045137358,-0.077059602,-0.029622809
0.140434573,-0.035,0.022,0.977,9.399,6.958,-0.61,0.053,0.46,0.891,40.405,-5.676,6.165,0.552,0.941,0.089,-173.95,152.039,-58.167,0.566,-0.171,1.021,-228.455,42.175,53.711,-0.138179439,-0.491077475,-0.111368148,0.071579849,0.185829626,0.067920503
0.146578563,-0.037,0.008,0.978,9.583,6.226,-0.488,0.065,0.461,0.94,42.053,-9.766,6.897,-0.068,1.066,-0.381,-83.74,135.254,-42.603,0.266,-0.512,1.443,-155.212,62.439,37.231,0.02876971,0.292208909,0.024690824,0.067662396,-0.065288241,0.00443987
0.152405172,-0.032,0.013,0.979,12.207,5.554,-0.671,0.075,0.468,0.959,44.128,-10.376,7.69,0.552,0.941,0.089,-173.95,152.039,-58.167,0.566,-0.171,1.021,-228.455,42.175,53.711,-0.005071365,-0.349519937,-0.187901142,0.094104887,0.097545705,0.00985894
0.161510725,-0.039,0.03,0.975,11.047,5.737,-0.977,0.06,0.462,0.959,46.509,-10.986,9.827,-0.068,1.066,-0.381,-83.74,135.254,-42.603,0.266,-0.512,1.443,-155.212,62.439,37.231,0.125780436,0.480953633,-0.005072026,0.049054812,-0.026051207,0.065598001
0.172042628,-0.041,0.03,0.969,11.108,5.432,-1.038,-0.002,0.476,0.935,49.683,-6.47,9.583,0.395,1.146,-0.494,-43.091,-8.85,3.296,0.162,-0.055,1.667,-96.802,51.941,2.686,0.02876971,-0.453331066,-0.168767545,0.050034175,0.109317066,0.021471248
0.181742543,-0.04,0.037,0.962,11.169,4.7,-1.038,-0.021,0.467,0.912,50.842,-7.202,11.414,0.275,0.978,-0.197,17.822,-32.959,47.729,-0.097,-0.021,1.955,-59.998,49.5,-15.991,-0.029888155,0.471516257,0.158623284,-0.021458006,0.093621918,-0.055943992
0.192097474,-0.029,0.039,0.953,10.315,3.723,-0.671,0.008,0.455,0.891,52.551,-18.494,13.733,0.395,1.146,-0.494,-43.091,-8.85,3.296,0.162,-0.055,1.667,-96.802,51.941,2.686,-0.043424529,-0.462768441,-0.143256779,-0.034189474,0.142668612,-0.01723641
0.19466496,-0.006,0.035,0.955,9.766,2.991,-0.793,0.025,0.445,0.884,53.467,-26.794,15.381,0.275,0.978,-0.197,17.822,-32.959,47.729,-0.097,-0.021,1.955,-59.998,49.5,-15.991,0.091939502,0.433766756,0.356333633,-0.090991589,-0.149648376,-0.018010578
0.197511371,-0.003,0.034,0.969,10.498,3.845,-1.587,0.011,0.43,0.899,53.528,-30.884,17.639,1.157,-0.802,1.165,-52.612,-27.344,75.806,-0.292,-0.027,2.03,-13.672,33.203,-14.954,-0.108850729,-0.585451228,-0.002946113,-0.041045018,0.095583811,-0.056718159
0.198947992,-0.022,0.038,0.978,9.827,7.019,-2.686,-0.007,0.413,0.966,56.396,-28.503,19.775,-0.234,-0.968,1.735,262.146,-190.125,235.535,-0.116,-0.128,1.661,30.762,-21.912,-9.949,0.064866829,0.509265759,0.069335047,-0.043003745,-0.169266668,0.115917865
0.204866815,-0.055,0.033,0.965,9.399,5.92,-3.052,0.037,0.428,0.982,55.603,-32.959,21.667,1.157,-0.802,1.165,-52.612,-27.344,75.806,-0.292,-0.027,2.03,-13.672,33.203,-14.954,-0.036656342,-0.660947139,-0.087982641,0.028488629,-0.010356381,0.050114908
0.20591702,-0.07,0.017,0.961,11.963,5.371,-1.892,-0.038,0.424,1.017,56.519,-32.41,21.118,-0.234,-0.968,1.735,262.146,-190.125,235.535,-0.116,-0.128,1.661,30.762,-21.912,-9.949,0.17541415,0.40545463,0.424362806,-0.023416669,-0.135915122,0.059404662
0.217870684,-0.071,0.02,0.961,12.451,1.77,-1.465,-0.061,0.417,1.004,58.044,-26.001,21.118,0.288,-0.825,0.924,159.058,-175.293,76.233,-0.039,-0.102,1.143,64.148,-53.772,-5.554,-0.007327439,-0.774195643,-1,0.048075448,0.066156052,0.290875885
0.214054147,-0.061,0.009,0.986,16.052,1.648,0,-0.106,0.407,0.997,59.753,-32.41,22.034,0.979,-0.379,1.481,210.632,-96.741,6.958,0.384,0.63,0.708,35.095,-53.345,-11.23,0.26114491,0.499828383,0.069335047,-0.037127564,-0.094716001,-0.009494889
0.211028759,-0.028,0.018,1.003,22.522,0.549,1.282,-0.082,0.421,0.944,58.899,-37.17,23.804,0.288,-0.825,0.924,159.058,-175.293,76.233,-0.039,-0.102,1.143,64.148,-53.772,-5.554,-0.025376006,-0.566576478,-0.047590329,0.049054812,0.172096372,-0.098522436
0.213618601,-0.029,0.027,1.016,24.353,0.61,1.343,-0.064,0.42,0.904,54.26,-51.941,25.269,0.979,-0.379,1.481,210.632,-96.741,6.958,0.384,0.63,0.708,35.095,-53.345,-11.23,0.062610717,0.650823297,0.241534143,-0.009705838,-0.01231821,-0.077620425
0.217524922,-0.043,0.014,1.032,31.677,1.648,1.831,-0.033,0.435,0.917,50.842,-54.688,26.672,-0.617,0.596,1.561,216.858,-23.865,56.335,0.461,0.332,1.639,4.456,-22.278,-14.709,-0.090801836,-0.396706814,0.171379015,0.051992902,0.089698131,-0.200710753
0.219700889,-0.058,0.019,1.031,38.025,0,1.648,0.068,0.491,0.913,48.828,-65.247,26.184,-0.158,2.262,1.322,130.005,-14.648,11.963,0.817,0.553,1.683,39.307,-24.17,-21.851,0.107732283,0.565886918,0.05870548,-0.034189474,-0.11629683,0.293973061
0.230091362,-0.046,0.021,1.031,43.03,-0.183,1.221,0.165,0.487,0.921,51.025,-69.641,28.198,-0.617,0.596,1.561,216.858,-23.865,56.335,0.461,0.332,1.639,4.456,-22.278,-14.709,-0.144947774,-0.462768441,-0.37285576,0.054930992,0.234875678,-0.628818203
0.229340326,-0.007,0.023,1.039,53.589,-0.305,0.427,0.187,0.478,0.952,56.03,-61.035,26.855,-0.158,2.262,1.322,130.005,-14.648,11.963,0.817,0.553,1.683,39.307,-24.17,-21.851,0.053586493,0.188399635,0.024690824,-0.060631965,-0.092754108,-0.075297923
0.23496991,0.005,0.021,1.057,60.486,3.113,-1.77,0.145,0.475,0.943,66.04,-43.518,22.888,-0.11,0.126,1.252,129.883,18.799,19.348,0.379,0.473,1.321,57.068,-1.404,-21.851,-0.183300931,-0.264586033,-0.408996301,0.033385318,0.074003626,-0.010269031
0.23695928,0,0,1.083,76.904,7.202,-2.93,0.153,0.498,0.942,70.129,-28.381,20.142,-0.646,0.812,0.793,60.791,-5.981,-6.836,-0.201,0.318,1.084,71.472,-18.982,-35.889,-0.122386658,0.34883347,-0.007197946,-0.059652602,-0.167304775,0.028438729
0.24103374,0,0.009,1.092,88.562,8.362,-6.165,0.171,0.487,1,80.872,-19.592,18.799,-0.11,0.126,1.252,129.883,18.799,19.348,0.379,0.473,1.321,57.068,-1.404,-21.851,-0.181044819,-0.755320892,-0.02420524,0.046116721,0.02299523,-0.250256449
0.235008775,-0.034,-0.016,1.099,105.103,15.137,-8.362,0.101,0.47,0.96,101.013,-1.465,17.639,-0.646,0.812,0.793,60.791,-5.981,-6.836,-0.201,0.318,1.084,71.472,-18.982,-35.889,0.073891127,0.311083969,0.209645512,0.042199589,-0.12218251,0.104305608
0.220631832,-0.099,-0.021,1.089,126.343,14.893,-10.315,0.052,0.528,0.889,108.826,11.108,18.066,-0.258,0.014,1.009,67.078,-34.973,62.866,-0.154,0.037,0.822,72.571,-35.156,-33.447,0.040050045,-0.557139102,0.016187143,0.117608967,0.115202746,-0.297478629
0.205601793,-0.118,-0.03,1.075,143.372,12.573,-8.911,-0.046,0.547,0.867,116.577,18.677,22.888,-0.018,-0.031,1.063,28.87,-37.354,48.401,-0.652,-0.222,0.802,64.758,-9.827,-15.625,0.170901927,0.009092905,0.500895799,0.025550603,-0.075097709,1
0.184378487,-0.095,-0.063,1.091,176.392,10.803,-4.944,-0.119,0.563,0.817,118.958,14.282,25.574,-0.258,0.014,1.009,67.078,-34.973,62.866,-0.154,0.037,0.822,72.571,-35.156,-33.447,0.0174893,-0.396706814,-0.500410284,0.09508425,0.128935358,0.01527801
0.148963186,-0.044,-0.082,1.123,207.581,11.353,-2.625,-0.207,0.532,0.861,120.483,0.061,30.823,-0.018,-0.031,1.063,28.87,-37.354,48.401,-0.652,-0.222,0.802,64.758,-9.827,-15.625,0.114500617,-0.038093044,0.296808281,-0.034189474,-0.026051207,-0.149616721
0.112835491,0.086,-0.071,1.141,239.197,14.526,-4.517,-0.313,0.591,0.867,126.465,-9.155,33.63,0.164,0.21,0.951,13,-39.246,29.053,-0.381,0.15,0.624,54.26,-13.367,-12.329,0.010721113,-0.340082562,-0.292070856,0.006943019,0.179943946,-0.063685666
0.06957086,0.208,0.047,1.167,271.301,16.541,-18.311,-0.431,0.642,0.942,129.028,-27.222,39.795,-0.087,0.032,1.011,24.475,-21.057,20.447,0.025,0.137,0.795,52.063,-18.127,-22.034,0.195719154,1,-0.047590329,-0.074342732,0.005338491,0.067146336
0.028780409,0.203,0.058,1.234,273.56,45.288,-32.471,-0.593,0.729,1.024,137.939,-32.715,44.312,0.164,0.21,0.951,13,-39.246,29.053,-0.381,0.15,0.624,54.26,-13.367,-12.329,-0.201349823,-0.64207548,-0.187901142,0.059827809,0.125011571,-0.011043198
0.007947921,0.28,-0.022,1.255,325.806,37.109,-45.959,-0.236,0.801,1.074,140.442,-62.744,52.734,-0.087,0.032,1.011,24.475,-21.057,20.447,0.025,0.137,0.795,52.063,-18.127,-22.034,-0.04568064,0.094027737,-0.104990283,-0.046920878,-0.100601682,0.055534079
0.005002256,0.283,-0.006,1.3,355.53,56.03,-75.439,-0.245,0.929,1.361,141.235,-95.825,55.176,0.105,0.126,1.089,51.819,-4.028,26.917,-0.05,0.035,0.894,47.546,22.644,-20.935,-0.04568064,-0.189088267,0.194763825,-0.005788481,0.032804505,0.032309312
0.005483038,0.137,-0.037,1.295,416.443,69.336,-102.234,-0.323,1.091,1.377,142.334,-66.101,57.312,-0.133,0.019,0.971,15.198,-5.432,12.207,-0.228,0.024,0.854,38.513,8.606,-4.639,0.015233262,0.839567711,0.024690824,-0.023416669,-0.224199043,0.05243741
0.014603479,-0.122,-0.013,1.264,500.122,82.581,-115.784,-0.459,1.4,1.293,119.751,-62.439,52.856,0.105,0.126,1.089,51.819,-4.028,26.917,-0.05,0.035,0.894,47.546,22.644,-20.935,-0.106594617,-0.274023099,-0.253804359,0.053951629,0.034766334,-0.058266494
0.013243551,-0.183,0.356,1.189,537.903,61.768,-99.182,-0.311,1.353,1.178,104.614,-77.026,59.57,-0.133,0.019,0.971,15.198,-5.432,12.207,-0.228,0.024,0.854,38.513,8.606,-4.639,-0.093057948,0.216711452,0.120356787,-0.027334059,-0.12218251,0.010633108
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
